,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA,Age,Gender,Education,Neuroticism,Extraversion,Openness,Agreeableness,Conscientiouness,Impulsiveness,Sensation Seing
425,Less than a year,More than a year,Never,More than a year,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,45-54,Male,School Dropout,10.947258132256106,10.010140717730678,9.573802452902905,9.55296216328557,9.980804535325428,11.306852854668904,9.313161059044399
426,Less than a year,More than a year,More than a year,More than a year,Less than a year,Less than a year,Less than a year,More than a year,Never,More than a year,Never,More than a year,More than a year,More than a year,Never,Less than a year,Never,Never,More than a year,35-44,Male,University Degree,12.151539930753945,7.537668795606503,10.02710694125534,6.1236996155134005,9.587889249385167,12.594702071708037,10.791183462868197
427,Less than a year,Never,Never,More than a year,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,25-34,Female,School Dropout,7.548858835105049,9.526959953328262,3.833770002299395,10.830831668764215,12.188860280109457,4.308016529682876,2.6493609085522998
428,Less than a year,More than a year,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,More than a year,Never,Never,Never,More than a year,Never,More than a year,Less than a year,Never,More than a year,25-34,Male,School Dropout,10.947258132256106,7.10503889820491,5.9903749307752845,7.803461534020714,9.203113995081342,8.56948605880682,9.313161059044399
429,Less than a year,More than a year,More than a year,Never,Less than a year,More than a year,Less than a year,More than a year,Never,More than a year,Never,More than a year,Never,Never,Never,More than a year,Less than a year,Never,Never,25-34,Female,School Dropout,10.40896132401544,10.983435809562208,7.441033496665879,12.71784687503608,7.071609186112298,10.071451478417035,9.313161059044399
430,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,25-34,Male,University Degree,9.550998843920343,9.082662121670285,5.160066973900259,10.830831668764215,10.355938759251348,6.758404574067456,4.4879643818699515
431,Less than a year,More than a year,More than a year,Never,More than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,45-54,Female,School Dropout,10.947258132256106,15.92211806605517,6.978855290387562,13.712374002701797,9.587889249385167,16.189816469208427,14.218653520690163
432,Less than a year,Never,More than a year,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,18-24,Female,University Degree,9.840894351534292,12.939830723320291,5.566217691084504,16.4493008809708,14.707593899017423,8.56948605880682,7.762342477019955
433,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,25-34,Female,University Degree,10.40896132401544,11.454429386089501,6.978855290387562,11.704268609497857,15.229681672805366,6.758404574067456,7.762342477019955
434,More than a year,Never,Never,Never,More than a year,Less than a year,Less than a year,More than a year,Never,Never,Never,Never,Never,More than a year,Never,Never,Never,Never,Never,55-64,Male,college - no degree,8.269486768898341,9.082662121670285,14.043500649335929,15.249627636850672,12.188860280109457,4.308016529682876,4.4879643818699515
435,Less than a year,More than a year,More than a year,More than a year,Less than a year,Less than a year,Less than a year,More than a year,Less than a year,More than a year,More than a year,Never,Never,More than a year,More than a year,Never,More than a year,Never,Never,45-54,Male,School Dropout,6.011287730269847,11.454429386089501,11.553030180356698,7.35307531549839,11.200625801013752,11.306852854668904,12.399149044675154
436,Less than a year,More than a year,Never,Less than a year,Less than a year,More than a year,Less than a year,More than a year,More than a year,Never,More than a year,Never,More than a year,Never,More than a year,More than a year,Less than a year,Never,Never,25-34,Female,University Degree,18.658502379683867,8.656080001710482,7.858778341651095,4.885058134835872,4.0968606034014945,12.594702071708037,10.791183462868197
437,Less than a year,Never,Never,Never,Less than a year,Less than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,More than a year,18-24,Female,college - no degree,14.357737645604448,9.082662121670285,11.553030180356698,9.55296216328557,4.857087600595781,10.071451478417035,9.313161059044399
438,Less than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,More than a year,Never,Never,Never,Never,Never,Never,Never,More than a year,More than a year,Never,Never,35-44,Female,University Degree,8.895758419420952,11.454429386089501,8.713796688224836,12.196538465979286,15.229681672805366,8.56948605880682,7.762342477019955
439,More than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,18-24,Female,college - no degree,8.269486768898341,14.441787087689718,3.833770002299395,9.950091791846113,11.68830606518953,11.306852854668904,10.791183462868197
440,Less than a year,More than a year,Never,Never,Less than a year,Less than a year,Less than a year,More than a year,Never,Less than a year,Never,More than a year,More than a year,More than a year,Never,More than a year,Less than a year,Never,Never,25-34,Female,Masters or Doctorate Degree,7.548858835105049,10.010140717730678,11.553030180356698,9.55296216328557,9.980804535325428,10.071451478417035,10.791183462868197
441,Less than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,35-44,Male,School Dropout,11.519332056055765,11.94808685585825,8.279956084812017,7.803461534020714,9.203113995081342,8.56948605880682,9.313161059044399
442,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,45-54,Female,Professional certificate,8.895758419420952,12.4595211259862,12.491992603076007,10.379175374383724,12.188860280109457,0.0,6.160226588104123
443,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,45-54,Female,University Degree,13.313615175363482,7.10503889820491,8.713796688224836,7.35307531549839,11.200625801013752,8.56948605880682,2.6493609085522998
444,Less than a year,More than a year,More than a year,More than a year,Less than a year,More than a year,Less than a year,More than a year,Never,More than a year,Never,More than a year,More than a year,More than a year,More than a year,More than a year,Less than a year,Never,Never,25-34,Female,University Degree,10.947258132256106,6.664345297547595,12.046816958516988,17.958064404392154,8.116448636977681,6.758404574067456,12.399149044675154
445,Less than a year,More than a year,More than a year,Never,Less than a year,More than a year,Less than a year,More than a year,Never,More than a year,Never,Never,More than a year,Never,Never,More than a year,Less than a year,Never,Never,25-34,Male,Masters or Doctorate Degree,10.40896132401544,9.526959953328262,7.858778341651095,7.803461534020714,6.71546836933806,14.101358842555687,10.791183462868197
446,Less than a year,Never,More than a year,More than a year,Less than a year,More than a year,Less than a year,Never,Never,More than a year,Never,Never,More than a year,Less than a year,Never,More than a year,Less than a year,Never,Never,18-24,Female,college - no degree,13.644915846602032,14.441787087689718,14.043500649335929,4.885058134835872,7.405263887124895,14.101358842555687,16.51503296076956
447,Less than a year,More than a year,More than a year,Never,More than a year,More than a year,Less than a year,More than a year,Never,Less than a year,Never,Less than a year,More than a year,More than a year,More than a year,More than a year,Never,Never,Never,18-24,Male,University Degree,9.249735467010176,11.94808685585825,12.046816958516988,9.12907434562228,12.188860280109457,8.56948605880682,10.791183462868197
448,Less than a year,More than a year,More than a year,More than a year,Less than a year,Less than a year,Less than a year,More than a year,More than a year,More than a year,Never,More than a year,More than a year,Never,Never,More than a year,Less than a year,Never,Never,18-24,Female,University Degree,12.46550682739983,9.526959953328262,7.858778341651095,11.704268609497857,7.071609186112298,11.306852854668904,10.791183462868197
449,Less than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,18-24,Female,Masters or Doctorate Degree,6.737792525996952,12.4595211259862,7.858778341651095,9.55296216328557,12.188860280109457,10.071451478417035,7.762342477019955
450,Less than a year,Never,Never,Never,More than a year,More than a year,Less than a year,More than a year,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,35-44,Female,University Degree,9.840894351534292,9.526959953328262,11.060927465452414,10.379175374383724,12.711871745430614,4.308016529682876,10.791183462868197
451,Less than a year,More than a year,More than a year,Never,Less than a year,More than a year,Less than a year,Never,Never,More than a year,Never,More than a year,More than a year,Never,Never,More than a year,More than a year,Never,Never,25-34,Male,University Degree,13.947069657138533,4.616561746891351,9.573802452902905,10.379175374383724,11.200625801013752,4.308016529682876,9.313161059044399
452,Less than a year,Less than a year,More than a year,Less than a year,Less than a year,Less than a year,Less than a year,More than a year,More than a year,More than a year,Less than a year,More than a year,Less than a year,Less than a year,Less than a year,More than a year,Less than a year,Never,More than a year,45-54,Male,Masters or Doctorate Degree,9.840894351534292,8.242326500566598,13.462855070163904,7.803461534020714,9.203113995081342,16.189816469208427,14.218653520690163
453,Less than a year,More than a year,More than a year,Never,Less than a year,More than a year,Less than a year,Never,Never,More than a year,Never,Never,Less than a year,Never,Never,Never,Less than a year,Never,Never,18-24,Female,University Degree,12.733141494355394,7.537668795606503,12.945361863092135,7.803461534020714,2.5726829775196576,12.594702071708037,9.313161059044399
454,Less than a year,More than a year,More than a year,Less than a year,Less than a year,Less than a year,Less than a year,More than a year,More than a year,More than a year,More than a year,More than a year,More than a year,More than a year,More than a year,More than a year,Less than a year,Never,More than a year,35-44,Male,University Degree,15.042956002190468,8.656080001710482,11.553030180356698,3.5963929845628053,8.116448636977681,12.594702071708037,12.399149044675154
455,Less than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,35-44,Female,Masters or Doctorate Degree,8.895758419420952,8.242326500566598,11.060927465452414,11.704268609497857,12.188860280109457,4.308016529682876,0.0
456,Less than a year,Less than a year,More than a year,Never,Less than a year,Less than a year,Less than a year,More than a year,Never,Less than a year,Never,Less than a year,Less than a year,More than a year,Never,More than a year,Less than a year,Never,Never,18-24,Female,University Degree,12.151539930753945,10.010140717730678,11.060927465452414,11.704268609497857,10.355938759251348,8.56948605880682,10.791183462868197
457,Less than a year,More than a year,Never,Never,Less than a year,Less than a year,Less than a year,More than a year,Never,More than a year,Never,Less than a year,More than a year,More than a year,More than a year,More than a year,Less than a year,Never,Never,25-34,Male,Masters or Doctorate Degree,12.986351136564322,13.928306347417324,16.707980192825243,2.673105566396103,8.828614809084506,11.306852854668904,10.791183462868197
458,Less than a year,More than a year,More than a year,Less than a year,Less than a year,Less than a year,Less than a year,More than a year,Never,More than a year,More than a year,Less than a year,More than a year,More than a year,More than a year,More than a year,Less than a year,Never,Never,18-24,Female,University Degree,13.947069657138533,5.795908892370942,14.61980652704055,4.885058134835872,10.749142698795737,12.594702071708037,10.791183462868197
459,Less than a year,Never,More than a year,Never,Less than a year,More than a year,Less than a year,Never,Never,More than a year,Never,Never,More than a year,Never,Never,More than a year,Never,Never,Never,18-24,Male,college - no degree,14.709785420336614,5.795908892370942,2.0789760895403475,15.249627636850672,6.369517024789571,11.306852854668904,4.4879643818699515
460,More than a year,More than a year,More than a year,More than a year,Less than a year,More than a year,Less than a year,More than a year,Never,More than a year,Never,Never,More than a year,More than a year,Never,More than a year,Less than a year,Never,More than a year,35-44,Male,college - no degree,12.733141494355394,11.454429386089501,15.251330248043086,10.379175374383724,3.3491900379868147,14.101358842555687,16.51503296076956
461,Less than a year,More than a year,More than a year,Never,Less than a year,More than a year,More than a year,More than a year,Never,Never,Never,Never,More than a year,More than a year,Never,More than a year,More than a year,Never,More than a year,45-54,Male,School Dropout,13.313615175363482,7.10503889820491,8.713796688224836,14.186603008925168,6.369517024789571,8.56948605880682,12.399149044675154
462,Less than a year,More than a year,More than a year,More than a year,Less than a year,More than a year,Less than a year,Never,Never,More than a year,Never,Never,More than a year,More than a year,More than a year,More than a year,Less than a year,Never,Never,18-24,Female,University Degree,11.211242021343695,7.537668795606503,14.043500649335929,12.196538465979286,12.711871745430614,10.071451478417035,9.313161059044399
463,Less than a year,Never,More than a year,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,18-24,Female,Masters or Doctorate Degree,14.357737645604448,6.664345297547595,10.540454761850786,8.691793000727408,8.828614809084506,14.101358842555687,14.218653520690163
464,Never,More than a year,Never,More than a year,Less than a year,Less than a year,Less than a year,Never,Never,More than a year,Never,Never,More than a year,Never,Never,More than a year,Less than a year,Never,More than a year,18-24,Female,University Degree,11.211242021343695,11.94808685585825,14.043500649335929,13.215774342158436,9.203113995081342,6.758404574067456,14.218653520690163
465,Less than a year,More than a year,More than a year,Never,More than a year,More than a year,Less than a year,More than a year,Never,Never,Never,Never,Never,More than a year,Never,More than a year,More than a year,Never,Never,45-54,Male,University Degree,10.947258132256106,10.010140717730678,14.61980652704055,9.950091791846113,14.21985590412082,8.56948605880682,9.313161059044399
466,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,35-44,Male,University Degree,10.128623137324158,10.512136789729775,8.279956084812017,9.12907434562228,10.355938759251348,4.308016529682876,4.4879643818699515
467,Less than a year,More than a year,More than a year,Never,Less than a year,More than a year,Less than a year,More than a year,Never,More than a year,Never,Never,More than a year,More than a year,Never,More than a year,Less than a year,Never,Never,25-34,Male,University Degree,6.737792525996952,15.317493043528724,15.251330248043086,12.196538465979286,9.980804535325428,12.594702071708037,16.51503296076956
468,More than a year,More than a year,More than a year,Less than a year,Less than a year,More than a year,Less than a year,More than a year,More than a year,More than a year,More than a year,Never,Never,More than a year,Less than a year,Never,Less than a year,Never,Never,45-54,Female,School Dropout,18.658502379683867,5.010889053828274,5.9903749307752845,14.650440485399901,4.0968606034014945,8.56948605880682,10.791183462868197
469,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,18-24,Female,University Degree,10.68645012310245,12.4595211259862,11.553030180356698,9.55296216328557,12.188860280109457,6.758404574067456,6.160226588104123
470,Less than a year,More than a year,More than a year,More than a year,Less than a year,Less than a year,Less than a year,More than a year,Never,More than a year,Never,Never,More than a year,More than a year,Never,More than a year,Less than a year,Never,Never,18-24,Male,Masters or Doctorate Degree,7.548858835105049,17.859331140250404,14.043500649335929,13.215774342158436,16.73535660266254,8.56948605880682,12.399149044675154
471,Less than a year,More than a year,More than a year,More than a year,Less than a year,More than a year,Less than a year,More than a year,More than a year,More than a year,More than a year,Never,More than a year,More than a year,More than a year,Never,Less than a year,Never,More than a year,18-24,Female,School Dropout,11.211242021343695,10.010140717730678,10.02710694125534,13.712374002701797,9.980804535325428,10.071451478417035,9.313161059044399
472,More than a year,Never,Never,More than a year,Less than a year,Less than a year,Less than a year,More than a year,Never,Never,Never,Never,Never,Never,More than a year,Never,Less than a year,Never,Never,35-44,Female,college - no degree,14.357737645604448,10.010140717730678,9.139897077826394,7.803461534020714,8.477496565022111,12.594702071708037,9.313161059044399
473,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,55-64,Female,University Degree,9.550998843920343,12.939830723320291,11.060927465452414,9.55296216328557,11.200625801013752,4.308016529682876,0.0
474,More than a year,More than a year,Never,Never,Less than a year,Less than a year,Less than a year,More than a year,Never,Never,Never,Never,Never,More than a year,Never,Never,More than a year,Never,Never,45-54,Female,University Degree,6.737792525996952,12.939830723320291,9.139897077826394,12.196538465979286,12.711871745430614,6.758404574067456,6.160226588104123
475,Less than a year,Never,Never,Never,Less than a year,More than a year,More than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,More than a year,35-44,Male,University Degree,15.388117756878971,7.10503889820491,12.491992603076007,4.885058134835872,8.828614809084506,10.071451478417035,6.160226588104123
476,Less than a year,Never,More than a year,Less than a year,Less than a year,More than a year,Less than a year,More than a year,Never,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,35-44,Female,Professional certificate,14.709785420336614,7.876894130296005,8.279956084812017,6.50114306827235,6.369517024789571,14.101358842555687,14.218653520690163
477,Less than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,25-34,Female,University Degree,11.519332056055765,12.4595211259862,9.573802452902905,12.71784687503608,11.68830606518953,8.56948605880682,10.791183462868197
478,Less than a year,Never,Never,More than a year,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,25-34,Female,Masters or Doctorate Degree,11.519332056055765,8.656080001710482,15.251330248043086,14.186603008925168,10.749142698795737,10.071451478417035,12.399149044675154
479,More than a year,More than a year,Never,More than a year,Less than a year,More than a year,Less than a year,More than a year,Never,More than a year,More than a year,More than a year,More than a year,More than a year,More than a year,More than a year,Less than a year,Never,Never,18-24,Male,college - no degree,13.644915846602032,7.537668795606503,10.02710694125534,6.1236996155134005,8.116448636977681,4.308016529682876,6.160226588104123
480,Less than a year,More than a year,More than a year,Less than a year,Less than a year,More than a year,Less than a year,More than a year,Never,More than a year,More than a year,More than a year,Never,More than a year,More than a year,More than a year,Less than a year,Never,Never,35-44,Female,University Degree,13.313615175363482,10.512136789729775,11.553030180356698,9.55296216328557,11.68830606518953,10.071451478417035,12.399149044675154
481,Never,More than a year,Never,Never,Less than a year,Less than a year,More than a year,More than a year,Never,More than a year,More than a year,Never,Never,More than a year,Never,More than a year,More than a year,Never,More than a year,35-44,Male,college - no degree,8.269486768898341,9.526959953328262,11.553030180356698,10.379175374383724,14.707593899017423,6.758404574067456,9.313161059044399
482,More than a year,Never,More than a year,More than a year,Less than a year,Less than a year,Less than a year,Never,Never,Less than a year,Never,More than a year,More than a year,Never,Never,More than a year,More than a year,Never,Never,25-34,Female,University Degree,13.947069657138533,11.454429386089501,15.251330248043086,10.830831668764215,12.711871745430614,10.071451478417035,6.160226588104123
483,Less than a year,More than a year,More than a year,Never,Less than a year,Less than a year,Less than a year,More than a year,Never,More than a year,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,35-44,Female,School Dropout,8.56062888358916,12.939830723320291,8.713796688224836,12.196538465979286,9.203113995081342,4.308016529682876,4.4879643818699515
484,Less than a year,Never,More than a year,Never,Less than a year,Less than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,45-54,Female,School Dropout,8.895758419420952,10.983435809562208,5.566217691084504,13.215774342158436,7.744027756930573,4.308016529682876,6.160226588104123
485,Less than a year,Less than a year,Never,More than a year,Less than a year,Less than a year,Less than a year,Never,Never,Never,Never,Never,More than a year,Never,Never,Never,Less than a year,Never,More than a year,25-34,Male,School Dropout,14.709785420336614,5.010889053828274,14.043500649335929,7.803461534020714,6.002089852093894,6.758404574067456,4.4879643818699515
486,Less than a year,Never,Never,Less than a year,Less than a year,Less than a year,Less than a year,More than a year,More than a year,Never,More than a year,Never,Never,More than a year,Never,More than a year,Less than a year,Never,Never,35-44,Female,School Dropout,15.743638222753845,4.616561746891351,14.61980652704055,6.896021198720687,10.749142698795737,10.071451478417035,7.762342477019955
487,Less than a year,More than a year,More than a year,More than a year,Less than a year,Less than a year,Less than a year,More than a year,Never,More than a year,Never,Never,More than a year,Never,Never,More than a year,More than a year,Never,More than a year,25-34,Male,School Dropout,11.519332056055765,5.795908892370942,11.060927465452414,12.196538465979286,8.828614809084506,8.56948605880682,16.51503296076956
488,More than a year,Never,Never,Never,Never,Less than a year,Less than a year,Never,Never,Never,Never,Never,Less than a year,Never,Never,Never,Never,Never,Never,18-24,Male,School Dropout,16.172441376076126,5.795908892370942,11.553030180356698,4.4406759112794285,5.26316549088432,8.56948605880682,10.791183462868197
489,Less than a year,Never,Never,Never,Less than a year,Less than a year,Less than a year,More than a year,Never,Less than a year,Never,More than a year,Less than a year,Less than a year,Never,Less than a year,Less than a year,Never,Never,18-24,Male,college - no degree,7.156949315033934,13.402821685252892,13.462855070163904,6.1236996155134005,6.002089852093894,6.758404574067456,16.51503296076956
490,Less than a year,More than a year,More than a year,More than a year,Less than a year,Less than a year,Less than a year,More than a year,More than a year,More than a year,More than a year,Never,Never,More than a year,More than a year,More than a year,Less than a year,Never,Never,45-54,Female,Professional certificate,12.151539930753945,12.4595211259862,12.046816958516988,9.12907434562228,7.744027756930573,14.101358842555687,20.0
491,Less than a year,More than a year,More than a year,Never,Less than a year,Less than a year,Less than a year,More than a year,Never,Less than a year,Never,More than a year,More than a year,Never,Never,More than a year,Less than a year,Never,More than a year,18-24,Male,School Dropout,7.548858835105049,11.454429386089501,12.046816958516988,11.704268609497857,9.980804535325428,10.071451478417035,12.399149044675154
492,Less than a year,Never,Less than a year,Less than a year,Less than a year,Less than a year,Less than a year,Never,Never,Never,Never,Never,More than a year,Never,Never,Never,Less than a year,Never,Never,18-24,Male,Professional certificate,11.830034029405088,8.242326500566598,13.462855070163904,9.950091791846113,10.749142698795737,12.594702071708037,14.218653520690163
493,Less than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,Less than a year,Never,More than a year,More than a year,Less than a year,Never,Less than a year,Less than a year,Never,Never,18-24,Male,college - no degree,12.46550682739983,5.010889053828274,13.462855070163904,6.50114306827235,5.26316549088432,4.308016529682876,7.762342477019955
494,Less than a year,Never,More than a year,Never,Less than a year,Less than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,18-24,Male,Professional certificate,6.737792525996952,8.656080001710482,12.046816958516988,11.704268609497857,10.355938759251348,4.308016529682876,9.313161059044399
495,More than a year,More than a year,Never,More than a year,Less than a year,More than a year,Less than a year,More than a year,Never,Never,Never,Never,More than a year,More than a year,Less than a year,Never,Less than a year,Never,Never,55-64,Male,college - no degree,7.933318393835825,10.512136789729775,12.491992603076007,11.704268609497857,12.711871745430614,4.308016529682876,7.762342477019955
496,Less than a year,More than a year,More than a year,More than a year,Less than a year,More than a year,Less than a year,More than a year,Never,More than a year,Never,Never,Never,More than a year,Never,More than a year,Less than a year,Never,Never,25-34,Male,Masters or Doctorate Degree,10.40896132401544,13.928306347417324,20.0,8.249806602085233,9.980804535325428,6.758404574067456,10.791183462868197
497,Less than a year,More than a year,More than a year,Never,Less than a year,Less than a year,Less than a year,More than a year,Never,More than a year,Never,Never,Never,More than a year,Never,More than a year,Less than a year,Never,More than a year,25-34,Male,School Dropout,10.128623137324158,8.242326500566598,13.462855070163904,11.265803784826057,7.744027756930573,8.56948605880682,10.791183462868197
498,Less than a year,More than a year,More than a year,More than a year,Less than a year,Less than a year,Less than a year,More than a year,More than a year,More than a year,More than a year,Never,More than a year,More than a year,More than a year,More than a year,More than a year,Never,Never,55-64,Female,college - no degree,14.357737645604448,7.876894130296005,15.251330248043086,9.55296216328557,4.452857093373669,12.594702071708037,16.51503296076956
499,More than a year,Never,More than a year,More than a year,Less than a year,Less than a year,Less than a year,Less than a year,Never,Less than a year,Never,Never,More than a year,Never,Never,Never,Less than a year,Never,More than a year,35-44,Female,Professional certificate,10.40896132401544,11.454429386089501,7.858778341651095,7.803461534020714,13.273533928344628,11.306852854668904,14.218653520690163
500,More than a year,More than a year,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,More than a year,Never,Never,Never,Never,More than a year,Never,Less than a year,Never,More than a year,25-34,Female,Professional certificate,8.56062888358916,9.526959953328262,5.9903749307752845,9.950091791846113,8.828614809084506,12.594702071708037,0.0
501,Less than a year,Never,Never,Never,Less than a year,Less than a year,Less than a year,Never,Never,Never,Never,Never,Never,Less than a year,Never,More than a year,Less than a year,Never,Never,18-24,Male,college - no degree,5.679719928943397,11.94808685585825,9.573802452902905,8.249806602085233,9.203113995081342,11.306852854668904,14.218653520690163
502,More than a year,Never,More than a year,Less than a year,Less than a year,Less than a year,Less than a year,More than a year,More than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,More than a year,More than a year,Never,More than a year,55-64,Female,Professional certificate,10.40896132401544,9.082662121670285,9.573802452902905,7.803461534020714,11.68830606518953,14.101358842555687,14.218653520690163
503,More than a year,Never,Never,Never,Less than a year,Less than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Less than a year,Never,Never,35-44,Male,School Dropout,10.128623137324158,10.010140717730678,9.573802452902905,9.950091791846113,11.200625801013752,4.308016529682876,4.4879643818699515
504,More than a year,More than a year,Never,More than a year,Less than a year,More than a year,Less than a year,More than a year,Never,More than a year,Never,Never,Never,More than a year,Never,More than a year,Less than a year,Never,Never,45-54,Male,Professional certificate,11.519332056055765,11.454429386089501,11.553030180356698,6.896021198720687,6.71546836933806,12.594702071708037,10.791183462868197
505,Less than a year,More than a year,More than a year,More than a year,Less than a year,More than a year,Less than a year,More than a year,Never,Never,Never,Never,More than a year,Never,Never,More than a year,More than a year,Never,More than a year,35-44,Male,University Degree,8.895758419420952,11.94808685585825,13.462855070163904,7.803461534020714,11.68830606518953,10.071451478417035,10.791183462868197
506,More than a year,More than a year,More than a year,Never,Less than a year,Less than a year,Less than a year,More than a year,Never,More than a year,Never,More than a year,Never,Never,Never,More than a year,Less than a year,Never,Never,25-34,Male,University Degree,10.68645012310245,9.082662121670285,7.441033496665879,6.1236996155134005,9.980804535325428,10.071451478417035,7.762342477019955
507,Less than a year,More than a year,More than a year,More than a year,Less than a year,More than a year,Less than a year,More than a year,Never,Never,Never,Never,Never,More than a year,Never,Never,More than a year,Never,Never,35-44,Male,School Dropout,14.709785420336614,6.664345297547595,6.978855290387562,4.885058134835872,7.744027756930573,6.758404574067456,10.791183462868197
508,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,More than a year,35-44,Female,Masters or Doctorate Degree,7.156949315033934,13.402821685252892,9.573802452902905,10.830831668764215,10.355938759251348,4.308016529682876,7.762342477019955
509,Less than a year,More than a year,More than a year,Never,Less than a year,Less than a year,Less than a year,More than a year,More than a year,More than a year,Never,More than a year,Never,More than a year,Never,More than a year,Less than a year,Never,Never,35-44,Male,University Degree,10.40896132401544,12.939830723320291,8.713796688224836,9.12907434562228,8.828614809084506,11.306852854668904,9.313161059044399
510,Less than a year,More than a year,More than a year,More than a year,Less than a year,Less than a year,Less than a year,More than a year,More than a year,Never,More than a year,Never,Never,More than a year,More than a year,Never,Less than a year,Never,Never,45-54,Female,Masters or Doctorate Degree,11.519332056055765,11.454429386089501,10.02710694125534,9.55296216328557,10.749142698795737,8.56948605880682,4.4879643818699515
511,Less than a year,More than a year,Never,Never,Less than a year,Less than a year,Less than a year,More than a year,Never,More than a year,Never,Never,More than a year,Never,Less than a year,Never,Less than a year,Never,Never,18-24,Male,college - no degree,11.519332056055765,11.454429386089501,12.491992603076007,10.379175374383724,7.071609186112298,16.189816469208427,12.399149044675154
512,More than a year,More than a year,More than a year,More than a year,Less than a year,Less than a year,Less than a year,Less than a year,More than a year,More than a year,More than a year,Never,Never,More than a year,More than a year,More than a year,Less than a year,Never,More than a year,55-64,Male,School Dropout,9.840894351534292,9.082662121670285,10.02710694125534,12.196538465979286,11.200625801013752,8.56948605880682,9.313161059044399
513,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,35-44,Male,School Dropout,12.986351136564322,9.082662121670285,5.566217691084504,8.691793000727408,9.203113995081342,8.56948605880682,9.313161059044399
514,Less than a year,More than a year,Never,Less than a year,Less than a year,Less than a year,Less than a year,Never,Never,More than a year,Never,Never,Less than a year,Never,Less than a year,More than a year,Less than a year,Never,More than a year,18-24,Female,School Dropout,6.011287730269847,15.92211806605517,12.046816958516988,10.379175374383724,10.749142698795737,12.594702071708037,20.0
